"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"Canned_tuna_fish","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","75.51","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Canned_vegetables","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","40","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Canned_vegetables","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","40.82","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","22","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","22.45","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","54","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","55.1","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","42","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","42.86","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","73","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","74.49","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","69","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","70.41","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","60","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","61.22","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","75","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","76.53","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","58","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","59.18","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","69","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","70.41","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","77","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","78.57","Dry Food Items Sold","C3947","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","19","Dry Food Items Sold","C3947","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","19.39","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","52","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","53.06","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","73","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","74.49","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","78","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","79.59","Dry Food Items Sold","C3947","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","78","Dry Food Items Sold","C3947","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","79.59","Dry Food Items Sold","C3947","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","79","Dry Food Items Sold","C3947","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","80.61","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Yellow_Bulgur","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","67","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Yellow_Bulgur","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","68.37","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Yellow_Pasta","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","75","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Yellow_Pasta","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","76.53","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Yoghurt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","51","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Yoghurt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","52.04","Dry Food Items Sold","C3947","RQ4","count and percentage"
"Brown_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","38","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Brown_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","67.86","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Canned_chicken_Mortadella","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","22","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Canned_chicken_Mortadella","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","39.29","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Canned_chickpeas_Hummus","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","19","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Canned_chickpeas_Hummus","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","33.93","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Canned_tuna_fish","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","25","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Canned_tuna_fish","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","44.64","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Canned_vegetables","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","5","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Canned_vegetables","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","8.93","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","16","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","28.57","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","20","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","35.71","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","22","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","39.29","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","35","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","62.5","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","29","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","51.79","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","25","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","44.64","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","32","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","57.14","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","38","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","67.86","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","36","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","64.29","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","29","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","51.79","Dry Food Items Sold","C4121","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","15","Dry Food Items Sold","C4121","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","26.79","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","28","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","50","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","35","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","62.5","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","33","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","58.93","Dry Food Items Sold","C4121","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","40","Dry Food Items Sold","C4121","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","71.43","Dry Food Items Sold","C4121","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","40","Dry Food Items Sold","C4121","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","71.43","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Yellow_Bulgur","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","40","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Yellow_Bulgur","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","71.43","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Yellow_Pasta","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","27","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Yellow_Pasta","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","48.21","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Yoghurt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","28","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Yoghurt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","50","Dry Food Items Sold","C4121","RQ4","count and percentage"
"Brown_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","46","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Brown_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","58.23","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Canned_chicken_Mortadella","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","51","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Canned_chicken_Mortadella","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","64.56","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Canned_chickpeas_Hummus","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","32","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Canned_chickpeas_Hummus","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","40.51","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Canned_tuna_fish","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","51","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Canned_tuna_fish","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","64.56","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Canned_vegetables","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","20","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Canned_vegetables","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","25.32","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","29","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","36.71","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","27","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","34.18","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","26","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","32.91","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","54","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","68.35","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","41","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","51.9","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","33","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","41.77","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","50","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","63.29","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","44","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","55.7","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","34","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","43.04","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","50","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","63.29","Dry Food Items Sold","C4126","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","24","Dry Food Items Sold","C4126","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","30.38","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","47","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","59.49","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","46","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","58.23","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","54","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","68.35","Dry Food Items Sold","C4126","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","55","Dry Food Items Sold","C4126","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","69.62","Dry Food Items Sold","C4126","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","55","Dry Food Items Sold","C4126","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","69.62","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Yellow_Bulgur","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","52","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Yellow_Bulgur","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","65.82","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Yellow_Pasta","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","50","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Yellow_Pasta","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","63.29","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Yoghurt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","40","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Yoghurt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","50.63","Dry Food Items Sold","C4126","RQ4","count and percentage"
"Brown_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","16","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Brown_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","27.12","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Canned_chicken_Mortadella","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","28","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Canned_chicken_Mortadella","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","47.46","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Canned_chickpeas_Hummus","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","20","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Canned_chickpeas_Hummus","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","33.9","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Canned_tuna_fish","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","24","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Canned_tuna_fish","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","40.68","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Canned_vegetables","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","4","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Canned_vegetables","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","6.78","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","10","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Cheese","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","16.95","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","15","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Dates","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","25.42","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","16","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Dried_beige_chickpeas","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","27.12","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","20","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Dried_red_lentils","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","33.9","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","10","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Dried_thyme_Zaatar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","16.95","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","22","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Dried_white_beans","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","37.29","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","28","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Eggs","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","47.46","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","26","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Flour","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","44.07","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","17","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Iodized_salt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","28.81","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","29","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Loose_leaf_tea","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","49.15","Dry Food Items Sold","C4140","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","18","Dry Food Items Sold","C4140","RQ4","count and percentage"
"None","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","30.51","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","27","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Olive_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","45.76","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","24","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Tomato_paste","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","40.68","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","34","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Vegetable_oil","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","57.63","Dry Food Items Sold","C4140","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","40","Dry Food Items Sold","C4140","RQ4","count and percentage"
"White_Rice","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","67.8","Dry Food Items Sold","C4140","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","38","Dry Food Items Sold","C4140","RQ4","count and percentage"
"white_sugar","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","64.41","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Yellow_Bulgur","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","24","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Yellow_Bulgur","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","40.68","Dry Food Items Sold","C4140","RQ4","count and percentage"
